ymd,high,low,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel
2020-03-13,13,7,小雨~多云,东北风,2级,40,优,1
2020-03-14,14,8,阴~晴,西北风,2级,40,优,1
2020-03-15,20,9,晴~多云,西北风,3级,64,良,2
2020-03-16,17,10,多云,东南风,3级,38,优,1
2020-03-17,23,12,阴~多云,西南风,2级,50,优,1
2020-03-18,24,13,晴,西南风,2级,84,良,2
2020-03-19,20,10,多云~晴,西北风,3级,73,良,2
2020-03-20,19,12,晴,东南风,3级,51,良,2
2020-03-21,25,14,多云~中雨,东南风,2级,57,良,2
2020-03-22,18,12,阴,东北风,2级,54,良,2
2020-03-23,18,10,阴~多云,东北风,2级,31,优,1
2020-03-24,20,13,阴,东南风,3级,42,优,1
2020-03-25,22,17,阴~中雨,东南风,3级,41,优,1
2020-03-26,23,11,小雨~中雨,东南风,2级,53,良,2
2020-03-27,13,6,阴~中雨,东北风,4级,46,优,1
2020-03-28,8,6,中雨~阴,东北风,3级,34,优,1
2020-03-29,10,8,小雨,东北风,2级,34,优,1
2020-03-30,12,10,小雨,东北风,3级,29,优,1
2020-03-31,16,10,小雨,东北风,2级,34,优,1
2020-04-01,17,10,阴~多云,北风,3级,54,良,2
2020-04-02,17,10,晴~阴,东北风,2级,50,优,1
2020-04-03,17,10,阴,东北风,2级,51,良,2
2020-04-04,20,9,多云~阴,东北风,2级,79,良,2
2020-04-05,15,10,阴,东北风,3级,51,良,2
2020-04-06,15,10,阴,东北风,2级,39,优,1
2020-04-07,21,11,多云~晴,东南风,1级,48,优,1
2020-04-08,22,12,阴,东南风,2级,54,良,2
2020-04-09,21,13,晴,东南风,3级,59,良,2
2020-04-10,20,11,阴~小雨,东南风,3级,48,优,1
2020-04-11,13,7,小雨~阴,东北风,3级,43,优,1
2020-04-12,19,10,小雨,西北风,4级,77,良,2
2020-04-13,19,10,晴~多云,西北风,3级,79,良,2
2020-04-14,19,13,阴~小雨,东南风,2级,92,良,2
2020-04-15,24,16,阴~多云,西南风,2级,90,良,2
2020-04-16,26,16,阴~小雨,东南风,3级,75,良,2
2020-04-17,21,14,阴~晴,西南风,2级,95,良,2
2020-04-18,17,13,阴~中雨,东北风,3级,73,良,2
2020-04-19,15,12,小雨~晴,西北风,3级,55,良,2
2020-04-20,22,13,阴~小雨,东北风,2级,76,良,2
2020-04-21,15,10,阴~小雨,东北风,3级,70,良,2
2020-04-22,19,12,阴~多云,西南风,1级,43,优,1
2020-04-23,19,12,多云,东北风,2级,50,优,1
2020-04-24,23,14,晴,西南风,2级,59,良,2
2020-04-25,26,15,阴,西南风,3级,73,良,2
2020-04-26,23,13,阴~小雨,东北风,3级,67,良,2
2020-04-27,20,12,阴~晴,东北风,3级,43,优,1
2020-04-28,23,14,晴,东南风,3级,42,优,1
2020-04-29,26,18,晴,东南风,3级,50,优,1
2020-04-30,32,21,多云~阴,南风,3级,86,良,2
2020-05-01,24,20,小雨,南风,2级,100,良,2
2020-05-02,29,22,阴~晴,南风,3级,52,良,2
2020-05-03,34,22,晴,西南风,2级,84,良,2
2020-05-04,27,19,晴~阴,东北风,3级,117,轻度污染,3
2020-05-05,20,19,中雨~阴,东风,3级,53,良,2
2020-05-06,21,18,阴~晴,东北风,3级,41,优,1
2020-05-07,25,20,晴~小雨,东南风,3级,44,优,1
2020-05-08,25,21,阴~中雨,东南风,4级,36,优,1
2020-05-09,23,19,阴~小雨,西北风,2级,65,良,2
2020-05-10,22,18,阴~多云,东北风,2级,108,轻度污染,3
2020-05-11,27,18,多云,西南风,2级,122,轻度污染,3
2020-05-12,30,19,晴~多云,西北风,3级,97,良,2
2020-05-13,29,19,晴~阴,东南风,3级,80,良,2
2020-05-14,25,21,阴~小雨,东南风,4级,61,良,2
2020-05-15,28,22,阴~中雨,南风,2级,55,良,2
2020-05-16,25,22,小雨~多云,东南风,2级,108,轻度污染,3
2020-05-17,29,21,阴~多云,东南风,2级,105,轻度污染,3
2020-05-18,30,17,阴~晴,西北风,3级,85,良,2
2020-05-19,29,19,晴~多云,西北风,3级,86,良,2
2020-05-20,30,21,多云,东南风,3级,94,良,2
2020-05-21,26,19,阴,东南风,3级,97,良,2
2020-05-22,26,19,阴,东南风,3级,48,优,1
2020-05-23,27,21,阴~晴,东南风,2级,45,优,1
2020-05-24,32,22,晴~阴,东风,2级,69,良,2
2020-05-25,27,20,阴~小雨,东北风,2级,96,良,2
2020-05-26,20,17,小雨~多云,东北风,2级,44,优,1
2020-05-27,26,21,多云,东南风,2级,65,良,2
2020-05-28,31,21,阴,西南风,2级,109,轻度污染,3
2020-05-29,25,17,阴~大雨,东南风,3级,122,轻度污染,3
2020-05-30,19,18,大雨~阴,东南风,4级,43,优,1
2020-05-31,28,22,阴,西北风,2级,60,良,2
2020-06-01,30,22,阴,东南风,2级,75,良,2
2020-06-02,33,23,小雨,南风,2级,96,良,2
2020-06-03,28,22,小雨~阴,西南风,2级,42,优,1
2020-06-04,30,22,阴~小雨,西南风,2级,56,良,2
2020-06-05,23,21,暴雨~中雨,东南风,3级,46,优,1
2020-06-06,28,21,阴,东北风,3级,29,优,1
2020-06-07,29,22,阴~多云,东南风,3级,36,优,1
2020-06-08,28,22,晴~阴,东南风,3级,51,良,2
2020-06-09,28,24,阴,东南风,3级,25,优,1
2020-06-10,27,24,小雨~阴,东南风,2级,49,优,1
2020-06-11,29,25,多云~小雨,东风,2级,69,良,2
2020-06-12,34,27,多云~阴,南风,2级,83,良,2
2020-06-13,33,27,阴~小雨,西南风,2级,66,良,2
2020-06-14,31,24,阴~小雨,东北风,2级,41,优,1
2020-06-15,27,22,大暴雨~大雨,东南风,2级,68,良,2
2020-06-16,25,22,小雨,东风,3级,37,优,1
2020-06-17,31,25,阴,东南风,2级,56,良,2
2020-06-18,32,22,阴~小雨,西风,3级,41,优,1
2020-06-19,28,21,阴~小雨,东北风,2级,42,优,1
2020-06-20,25,20,小雨,东南风,2级,59,良,2
2020-06-21,23,21,小雨,东风,2级,28,优,1
2020-06-22,25,24,阴~小雨,东南风,3级,29,优,1
2020-06-23,27,24,阴~大雨,东南风,3级,35,优,1
2020-06-24,27,24,小雨~中雨,西风,2级,41,优,1
2020-06-25,25,23,中雨~多云,西南风,2级,57,良,2
2020-06-26,31,24,阴~小雨,东南风,2级,53,良,2
2020-06-27,27,24,中雨~小雨,西南风,2级,47,优,1
2020-06-28,26,25,暴雨~小雨,东风,2级,37,优,1
2020-06-29,28,22,中雨~小雨,西南风,3级,42,优,1
2020-06-30,32,23,晴~多云,东北风,2级,46,优,1
2020-07-01,30,23,阴,东南风,3级,36,优,1
2020-07-02,27,23,小雨~大雨,东南风,3级,31,优,1
2020-07-03,29,23,阴,西南风,3级,24,优,1
2020-07-04,27,23,阴~中雨,东北风,2级,31,优,1
2020-07-05,25,24,大雨~中雨,南风,2级,37,优,1
2020-07-06,26,24,大暴雨~暴雨,西南风,2级,41,优,1
2020-07-07,31,24,小雨,西南风,2级,41,优,1
2020-07-08,29,24,小雨,南风,2级,40,优,1
2020-07-09,26,24,中雨~小雨,东北风,2级,35,优,1
2020-07-10,27,24,阴~中雨,东北风,2级,34,优,1
2020-07-11,27,25,大雨~阴,东风,2级,48,优,1
2020-07-12,36,25,阴,西南风,3级,64,良,2
2020-07-13,30,24,小雨,西北风,2级,44,优,1
2020-07-14,26,20,阴~中雨,东北风,2级,54,良,2
2020-07-15,21,20,暴雨~小雨,东风,3级,34,优,1
2020-07-16,24,22,小雨~中雨,东风,2级,30,优,1
2020-07-17,23,23,中雨~阴,东南风,3级,31,优,1
2020-07-18,32,27,阴~小雨,东南风,2级,44,优,1
2020-07-19,34,25,阴~小雨,西南风,3级,57,良,2
2020-07-20,26,24,小雨,东北风,2级,42,优,1
2020-07-21,33,26,阴,东风,2级,75,良,2
2020-07-22,35,27,阴,东南风,2级,91,良,2
2020-07-23,36,25,阴~中雨,西南风,3级,42,优,1
2020-07-24,30,23,阴~晴,西北风,3级,44,优,1
2020-07-25,33,25,多云,西北风,2级,96,良,2
2020-07-26,31,26,阴~小雨,东南风,2级,63,良,2
2020-07-27,32,27,阴~多云,东南风,2级,50,优,1
2020-07-28,33,27,暴雨~阴,东南风,2级,56,良,2
2020-07-29,33,27,阴,东南风,3级,30,优,1
2020-07-30,34,28,阴,东南风,3级,21,优,1
2020-07-31,32,28,阴,东南风,4级,27,优,1
2020-08-01,35,28,多云,南风,3级,29,优,1
2020-08-02,36,28,阴~多云,南风,3级,32,优,1
2020-08-03,34,27,多云~小雨,东南风,4级,25,优,1
2020-08-04,31,27,小雨~暴雨,东南风,4级,27,优,1
2020-08-05,29,27,中雨~阴,南风,4级,21,优,1
2020-08-06,35,28,阴,西南风,3级,36,优,1
2020-08-07,36,28,阴~小雨,西南风,2级,56,良,2
2020-08-08,33,28,阴,西南风,3级,41,优,1
2020-08-09,36,28,阴~小雨,南风,3级,49,优,1
2020-08-10,36,28,阴,西南风,3级,41,优,1
2020-08-11,35,28,小雨~多云,南风,3级,34,优,1
2020-08-12,36,29,多云~晴,南风,3级,35,优,1
2020-08-13,38,30,晴~多云,西南风,3级,41,优,1
2020-08-14,38,29,阴~晴,西南风,2级,51,良,2
2020-08-15,36,28,晴,东南风,3级,31,优,1
2020-08-16,37,28,阴~晴,东南风,3级,36,优,1
2020-08-17,35,28,阴~晴,东南风,3级,37,优,1
2020-08-18,35,27,晴~多云,东南风,3级,48,优,1
2020-08-19,36,27,晴,东南风,3级,41,优,1
2020-08-20,37,27,阴~多云,东南风,3级,39,优,1
2020-08-21,35,27,多云,东南风,3级,37,优,1
2020-08-22,34,27,多云,东南风,3级,34,优,1
2020-08-23,35,26,晴,东南风,2级,36,优,1
2020-08-24,36,27,晴,东南风,2级,27,优,1
2020-08-25,36,27,阴~小雨,东北风,3级,25,优,1
2020-08-26,33,26,大雨~阴,西北风,4级,32,优,1
2020-08-27,33,26,多云~小雨,西风,2级,49,优,1
2020-08-28,31,26,中雨,东南风,2级,29,优,1
2020-08-29,27,26,中雨~多云,南风,2级,28,优,1
2020-08-30,34,26,多云~晴,东南风,3级,53,良,2
2020-08-31,34,27,晴~多云,东风,3级,23,优,1
2020-09-01,33,26,阴~小雨,东北风,3级,29,优,1
2020-09-02,31,24,小雨~多云,西北风,4级,30,优,1
2020-09-03,31,23,晴,西北风,3级,73,良,2
2020-09-04,32,23,多云,东南风,2级,76,良,2
2020-09-05,32,23,晴,东风,3级,42,优,1
2020-09-06,31,24,多云~晴,北风,3级,41,优,1
2020-09-07,33,24,阴~晴,西北风,3级,89,良,2
2020-09-08,35,25,晴~多云,南风,2级,83,良,2
2020-09-09,33,24,阴~多云,东南风,2级,50,优,1
2020-09-10,31,23,小雨,东南风,2级,46,优,1
2020-09-11,25,22,小雨~多云,东南风,2级,34,优,1
2020-09-12,27,22,小雨~阴,东北风,2级,37,优,1
2020-09-13,29,23,阴,东北风,2级,34,优,1
2020-09-14,27,21,小雨,东南风,2级,29,优,1
2020-09-15,23,22,大雨~小雨,东南风,2级,34,优,1
2020-09-16,28,21,阴~暴雨,西北风,2级,61,良,2
2020-09-17,22,18,大雨~中雨,东北风,3级,52,良,2
2020-09-18,19,17,小雨~阴,北风,2级,40,优,1
2020-09-19,23,19,小雨~多云,东北风,2级,90,良,2
2020-09-20,27,20,阴,东北风,2级,48,优,1
2020-09-21,26,20,阴,东南风,1级,40,优,1
2020-09-22,25,20,阴,东北风,2级,38,优,1
2020-09-23,22,20,小雨~多云,东北风,2级,30,优,1
2020-09-24,26,19,多云~阴,北风,3级,40,优,1
2020-09-25,26,20,多云~阴,北风,3级,33,优,1
2020-09-26,26,20,阴~多云,东北风,3级,31,优,1
2020-09-27,27,20,阴~多云,东北风,3级,29,优,1
2020-09-28,27,20,多云,东南风,2级,30,优,1
2020-09-29,26,19,阴,东风,2级,31,优,1
2020-09-30,26,19,多云,东北风,2级,35,优,1
2020-10-01,27,21,晴,东风,2级,44,优,1
2020-10-02,28,22,多云~阴,东南风,3级,39,优,1
2020-10-03,25,19,阴~大雨,东风,3级,27,优,1
2020-10-04,23,18,小雨~多云,东北风,3级,32,优,1
2020-10-05,22,18,阴,东北风,3级,34,优,1
2020-10-06,23,18,阴,东北风,3级,30,优,1
2020-10-07,22,18,阴~晴,东北风,3级,27,优,1
2020-10-08,24,19,多云,东北风,3级,36,优,1
2020-10-09,24,18,多云,东北风,2级,41,优,1
2020-10-10,24,17,阴~多云,东北风,2级,35,优,1
2020-10-11,25,18,多云~晴,东北风,2级,37,优,1
2020-10-12,25,18,多云,东北风,3级,34,优,1
2020-10-13,23,17,多云~晴,东北风,3级,44,优,1
2020-10-14,23,18,晴~阴,东北风,3级,38,优,1
2020-10-15,21,15,阴~小雨,东北风,3级,36,优,1
2020-10-16,17,15,小雨~阴,东北风,2级,26,优,1
2020-10-17,21,16,多云,北风,3级,41,优,1
2020-10-18,21,16,阴~多云,东北风,2级,35,优,1
2020-10-19,21,16,多云,东北风,2级,31,优,1
2020-10-20,22,17,多云~小雨,东北风,2级,39,优,1
2020-10-21,19,14,小雨~多云,西北风,2级,62,良,2
2020-10-22,21,13,阴~多云,北风,3级,104,轻度污染,3
2020-10-23,19,12,多云~晴,北风,3级,83,良,2
2020-10-24,18,12,多云,北风,2级,39,优,1
2020-10-25,20,14,多云~晴,东南风,2级,41,优,1
2020-10-26,22,15,多云,东南风,2级,35,优,1
2020-10-27,21,16,阴,东风,2级,38,优,1
2020-10-28,20,15,阴,东北风,2级,40,优,1
2020-10-29,20,13,阴~晴,东北风,2级,39,优,1
2020-10-30,20,14,多云~晴,东北风,2级,33,优,1
2020-10-31,21,16,晴~多云,东风,2级,42,优,1
2020-11-01,22,17,阴~小雨,东北风,2级,56,良,2
2020-11-02,21,14,阴~晴,北风,2级,78,良,2
2020-11-03,18,12,晴~多云,北风,3级,60,良,2
2020-11-04,17,13,多云,东北风,3级,35,优,1
2020-11-05,20,16,阴~晴,东南风,2级,35,优,1
2020-11-06,23,16,晴~多云,西北风,2级,49,优,1
2020-11-07,23,14,多云~晴,西北风,2级,106,轻度污染,3
2020-11-08,20,12,晴,东北风,3级,104,轻度污染,3
2020-11-09,18,12,晴,东北风,2级,62,良,2
2020-11-10,18,12,晴,东北风,2级,45,优,1
2020-11-11,18,13,晴,东北风,2级,41,优,1
2020-11-12,20,14,多云~晴,东风,2级,37,优,1
2020-11-13,19,15,晴,东北风,2级,39,优,1
2020-11-14,20,16,多云,东北风,2级,46,优,1
2020-11-15,21,16,多云~晴,东风,2级,50,优,1
2020-11-16,21,17,阴~多云,东风,2级,39,优,1
2020-11-17,23,19,多云~阴,东南风,3级,28,优,1
2020-11-18,27,17,多云~小雨,东南风,4级,36,优,1
2020-11-19,20,13,阴~小雨,西北风,2级,55,良,2
2020-11-20,16,12,小雨~阴,东北风,3级,54,良,2
2020-11-21,17,14,阴~小雨,东南风,3级,34,优,1
2020-11-22,14,11,小雨~阴,西北风,3级,23,优,1
2020-11-23,12,10,阴~小雨,东北风,3级,34,优,1
2020-11-24,11,11,小雨,东北风,2级,25,优,1
2020-11-25,14,12,小雨~中雨,东北风,2级,26,优,1
2020-11-26,12,11,小雨,西风,2级,29,优,1
2020-11-27,12,8,小雨~多云,北风,3级,34,优,1
2020-11-28,12,7,阴~多云,北风,3级,37,优,1
2020-11-29,11,8,多云,北风,3级,39,优,1
2020-11-30,13,8,阴~多云,东北风,3级,72,良,2
2020-12-01,14,9,多云,东北风,3级,39,优,1
2020-12-02,13,8,阴~多云,东北风,2级,29,优,1
2020-12-03,11,5,多云,西北风,3级,68,良,2
2020-12-04,9,5,多云,北风,3级,45,优,1
2020-12-05,10,8,多云~阴,东北风,2级,40,优,1
2020-12-06,14,9,多云~小雨,东北风,2级,42,优,1
2020-12-07,14,8,阴~多云,东北风,3级,54,良,2
2020-12-08,11,7,阴~多云,东北风,3级,70,良,2
2020-12-09,14,9,阴~多云,东风,2级,35,优,1
2020-12-10,13,10,阴~小雨,北风,2级,84,良,2
2020-12-11,10,8,阴,西北风,2级,109,轻度污染,3
2020-12-12,11,6,多云,西北风,2级,188,中度污染,4
2020-12-13,12,3,多云~小雨,西北风,3级,173,中度污染,4
2020-12-14,5,1,阴~多云,西北风,4级,28,优,1
2020-12-15,6,1,阴~晴,西北风,3级,31,优,1
2020-12-16,6,2,多云~晴,西北风,3级,56,良,2
2020-12-17,8,4,阴~小雨,东北风,2级,48,优,1
2020-12-18,7,4,小雨~阴,北风,3级,60,良,2
2020-12-19,8,1,阴~多云,北风,3级,59,良,2
2020-12-20,8,2,晴~多云,北风,2级,28,优,1
2020-12-21,9,3,晴,东北风,1级,54,良,2
2020-12-22,11,5,晴~多云,东南风,1级,79,良,2
2020-12-23,12,6,阴,南风,2级,63,良,2
2020-12-24,12,4,多云~阴,西北风,3级,122,轻度污染,3
2020-12-25,10,5,多云~阴,东北风,2级,70,良,2
2020-12-26,12,10,阴~小雨,东南风,2级,39,优,1
2020-12-27,13,7,多云,西北风,2级,85,良,2
2020-12-28,15,9,阴~多云,东南风,2级,124,轻度污染,3
2020-12-29,16,-4,小雨~雨夹雪,北风,3级,39,优,1
2020-12-30,-1,-5,晴,西北风,4级,43,优,1
2020-12-31,0,-4,晴,西北风,3级,54,良,2
2021-01-01,4,-1,晴~多云,西北风,2级,52,良,2
2021-01-02,7,1,晴~多云,东北风,2级,69,良,2
2021-01-03,10,6,阴,东北风,2级,66,良,2
2021-01-04,13,7,阴,东风,2级,44,优,1
2021-01-05,8,2,阴~多云,东北风,3级,49,优,1
2021-01-06,5,-4,阴,北风,3级,46,优,1
2021-01-07,-3,-6,阴,西北风,4级,67,良,2
2021-01-08,-1,-5,阴~晴,西北风,3级,50,优,1
2021-01-09,3,-1,晴~多云,西北风,3级,57,良,2
2021-01-10,5,-1,阴~多云,西北风,2级,73,良,2
2021-01-11,6,-1,多云~晴,西北风,2级,70,良,2
2021-01-12,8,1,晴,西南风,2级,94,良,2
2021-01-13,14,4,晴,西南风,2级,80,良,2
2021-01-14,16,6,多云~晴,南风,2级,80,良,2
2021-01-15,19,2,晴~阴,西北风,3级,80,良,2
2021-01-16,7,0,阴~多云,东北风,3级,73,良,2
2021-01-17,5,-1,阴~晴,西北风,微风,62,良,2
2021-01-18,11,2,晴,西南风,2级,84,良,2
2021-01-19,11,6,多云~晴,东南风,3级,68,良,2
2021-01-20,13,12,多云~阴,东南风,3级,34,优,1
2021-01-21,17,9,阴~小雨,东南风,2级,46,优,1
2021-01-22,11,7,小雨,东北风,2级,64,良,2
2021-01-23,8,4,小雨~阴,北风,3级,61,良,2
2021-01-24,10,7,阴,东北风,2级,84,良,2
2021-01-25,15,9,阴~小雨,东风,2级,36,优,1
2021-01-26,10,6,小雨~多云,西北风,2级,43,优,1
2021-01-27,10,4,多云,东北风,2级,68,良,2
2021-01-28,10,0,晴,西北风,3级,97,良,2
2021-01-29,8,4,晴,东风,2级,62,良,2
2021-01-30,13,8,多云~阴,东南风,2级,59,良,2
2021-01-31,14,8,阴~小雨,东南风,2级,34,优,1
2021-02-01,11,5,小雨~多云,西北风,2级,66,良,2
2021-02-02,10,4,多云~晴,东北风,微风,73,良,2
2021-02-03,13,6,晴,东南风,3级,60,良,2
2021-02-04,12,8,晴~小雨,东北风,微风,75,良,2
2021-02-05,10,7,小雨~多云,东南风,2级,52,良,2
2021-02-06,16,7,多云~晴,西风,2级,79,良,2
2021-02-07,19,5,阴,东北风,微风,97,良,2
2021-02-08,9,4,阴,东北风,3级,65,良,2
2021-02-09,11,5,多云~阴,东风,2级,23,优,1
2021-02-10,12,9,阴~小雨,东南风,2级,25,优,1
2021-02-11,10,8,中雨~小雨,东风,2级,25,优,1
2021-02-12,13,9,阴~多云,东风,2级,31,优,1
2021-02-13,17,9,多云~阴,东北风,2级,43,优,1
2021-02-14,19,9,阴,西南风,2级,54,良,2
2021-02-15,11,4,阴,北风,3级,59,良,2
2021-02-16,12,2,多云,东北风,2级,41,优,1
2021-02-17,7,1,晴,北风,3级,44,优,1
2021-02-18,8,2,晴,西北风,3级,36,优,1
2021-02-19,17,9,多云~晴,西南风,2级,52,良,2
2021-02-20,23,11,晴,西南风,3级,54,良,2
2021-02-21,24,10,晴~多云,西南风,2级,46,优,1
2021-02-22,26,7,阴~晴,北风,3级,66,良,2
2021-02-23,13,7,多云,东北风,3级,39,优,1
2021-02-24,15,10,多云,东风,3级,34,优,1
2021-02-25,16,8,小雨,东南风,3级,50,优,1
2021-02-26,11,8,小雨~阴,东北风,4级,34,优,1
2021-02-27,12,10,小雨,东北风,3级,34,优,1
2021-02-28,14,11,小雨,东南风,2级,32,优,1
2021-03-01,13,5,小雨,西北风,3级,46,优,1
2021-03-02,10,5,小雨~阴,北风,3级,44,优,1
2021-03-03,11,9,阴~小雨,东南风,2级,47,优,1
2021-03-04,14,6,小雨~多云,北风,2级,55,良,2
2021-03-05,12,8,阴~小雨,东南风,2级,50,优,1
2021-03-06,11,7,小雨,东北风,3级,41,优,1
2021-03-07,9,8,小雨~阴,北风,微风,31,优,1
2021-03-08,12,8,阴~小雨,东北风,2级,44,优,1
2021-03-09,10,7,小雨~多云,东北风,2级,37,优,1
2021-03-10,17,9,晴~小雨,东北风,2级,49,优,1
2021-03-11,12,9,中雨~阴,东南风,微风,60,良,2
2021-03-12,12,7,阴,西北风,3级,66,良,2
2021-03-13,16,8,阴~多云,东北风,2级,81,良,2
2021-03-14,18,11,阴~多云,东南风,微风,80,良,2
2021-03-15,23,12,晴~小雨,东南风,微风,60,良,2
2021-03-16,13,9,小雨~阴,东北风,3级,73,良,2
2021-03-17,12,9,小雨~阴,东北风,2级,72,良,2
2021-03-18,15,10,阴~小雨,东北风,2级,61,良,2
2021-03-19,13,11,小雨,东北风,2级,47,优,1
2021-03-20,11,8,小雨~阴,西北风,3级,41,优,1
2021-03-21,14,5,阴~多云,西北风,3级,88,良,2
2021-03-22,15,7,晴,西北风,2级,55,良,2
2021-03-23,17,11,阴,东南风,3级,69,良,2
2021-03-24,19,10,小雨~多云,东南风,2级,39,优,1
2021-03-25,22,12,晴~多云,东北风,2级,63,良,2
2021-03-26,21,15,阴~小雨,东南风,3级,51,良,2
2021-03-27,21,15,小雨,西南风,3级,40,优,1
2021-03-28,23,14,晴,西风,2级,89,良,2
2021-03-29,25,14,阴~小雨,东南风,微风,85,良,2
2021-03-30,19,14,扬沙~小雨,东北风,3级,248,重度污染,5
2021-03-31,15,13,小雨,东风,3级,119,轻度污染,3
2021-04-01,17,16,阴,东北风,2级,43,优,1
2021-04-02,20,15,阴~小雨,西北风,2级,74,良,2
2021-04-03,18,11,阴~小雨,西北风,3级,75,良,2
2021-04-04,17,9,晴,西北风,3级,40,优,1
2021-04-05,19,11,多云~阴,东北风,微风,36,优,1
2021-04-06,20,12,多云~阴,东北风,2级,34,优,1
2021-04-07,17,12,阴~小雨,东风,2级,39,优,1
2021-04-08,19,10,小雨~晴,东北风,2级,54,良,2
2021-04-09,19,10,晴~多云,东北风,2级,46,优,1
2021-04-10,20,14,多云~小雨,东风,3级,45,优,1
2021-04-11,16,15,中雨~大雨,东南风,3级,32,优,1
2021-04-12,17,15,小雨~阴,西南风,2级,43,优,1
2021-04-13,20,12,阴~多云,东北风,3级,81,良,2
2021-04-14,15,11,阴~多云,东北风,微风,31,优,1
2021-04-15,16,12,多云~晴,东南风,2级,35,优,1
2021-04-16,24,12,阴~多云,东南风,2级,74,良,2
2021-04-17,20,10,阴~多云,北风,3级,128,轻度污染,3
2021-04-18,20,12,阴~晴,东南风,2级,53,良,2
2021-04-19,22,14,晴,东南风,3级,52,良,2
2021-04-20,22,15,多云~晴,东南风,3级,41,优,1
2021-04-21,24,17,阴~多云,东南风,微风,46,优,1
2021-04-22,23,18,阴,东南风,3级,45,优,1
2021-04-23,22,19,阴~多云,东北风,2级,83,良,2
2021-04-24,22,17,小雨~阴,东风,2级,48,优,1
2021-04-25,24,16,小雨~晴,东风,2级,45,优,1
2021-04-26,24,17,多云~小雨,东南风,3级,41,优,1
2021-04-27,18,16,小雨~阴,东南风,2级,47,优,1
2021-04-28,23,17,阴,东北风,2级,71,良,2
2021-04-29,24,18,阴~晴,西南风,3级,91,良,2
2021-04-30,30,17,多云~小雨,西南风,3级,70,良,2
2021-05-01,26,17,晴,西北风,3级,52,良,2
2021-05-02,22,15,多云,东北风,3级,38,优,1
2021-05-03,24,20,多云~小雨,东南风,4级,45,优,1
2021-05-04,22,16,小雨~阴,西南风,3级,32,优,1
2021-05-05,27,16,晴~多云,东风,2级,75,良,2
2021-05-06,24,20,阴~小雨,东南风,3级,59,良,2
2021-05-07,29,19,多云~晴,西北风,3级,126,轻度污染,3
2021-05-08,29,20,阴~多云,西南风,2级,187,中度污染,4
2021-05-09,33,21,多云,东南风,2级,78,良,2
2021-05-10,33,23,晴~小雨,东南风,3级,47,优,1
2021-05-11,25,22,小雨,东风,微风,60,良,2
2021-05-12,23,20,阴~小雨,东北风,2级,31,优,1
2021-05-13,24,20,小雨,东南风,3级,32,优,1
2021-05-14,29,24,小雨,东南风,2级,40,优,1
2021-05-15,33,23,阴~小雨,南风,2级,46,优,1
2021-05-16,28,17,中雨~小雨,西北风,3级,35,优,1
2021-05-17,23,18,阴~小雨,西北风,2级,49,优,1
2021-05-18,23,17,阴~小雨,东南风,微风,38,优,1
2021-05-19,23,17,小雨,东南风,3级,32,优,1
2021-05-20,20,18,阴,西北风,微风,39,优,1
2021-05-21,25,19,阴,东南风,2级,46,优,1
2021-05-22,26,16,阴~小雨,东南风,微风,38,优,1
2021-05-23,20,18,大雨~小雨,东南风,3级,29,优,1
2021-05-24,28,20,阴~多云,西北风,2级,47,优,1
2021-05-25,31,19,阴~小雨,东南风,2级,82,良,2
2021-05-26,22,19,大雨~小雨,东南风,2级,45,优,1
2021-05-27,28,21,阴~多云,西风,2级,50,优,1
2021-05-28,28,20,阴,西南风,3级,55,良,2
2021-05-29,29,21,晴~多云,东南风,3级,48,优,1
2021-05-30,31,21,多云,东南风,2级,62,良,2
2021-05-31,29,22,多云,东南风,3级,40,优,1
2021-06-01,28,21,小雨,东南风,4级,32,优,1
2021-06-02,22,20,小雨,东南风,3级,32,优,1
2021-06-03,27,20,阴,北风,2级,59,良,2
2021-06-04,26,20,阴~多云,西南风,2级,50,优,1
2021-06-05,32,21,多云~晴,南风,2级,61,良,2
2021-06-06,33,22,晴,东南风,2级,71,良,2
2021-06-07,32,22,阴,东南风,3级,36,优,1
2021-06-08,28,23,阴,东南风,3级,29,优,1
2021-06-09,28,23,阴,东南风,3级,32,优,1
2021-06-10,27,23,小雨,东南风,3级,20,优,1
2021-06-11,30,24,阴,东北风,2级,40,优,1
2021-06-12,30,24,阴~中雨,东南风,3级,33,优,1
2021-06-13,26,23,阴~小雨,东南风,2级,51,良,2
2021-06-14,27,25,阴~小雨,东南风,2级,59,良,2
2021-06-15,32,24,阴~小雨,西南风,2级,55,良,2
2021-06-16,27,23,阴~小雨,北风,3级,32,优,1
2021-06-17,25,24,中雨~小雨,东南风,2级,29,优,1
2021-06-18,27,21,阴~小雨,北风,2级,58,良,2
2021-06-19,21,20,阴,东北风,2级,28,优,1
2021-06-20,26,20,阴~多云,东南风,2级,42,优,1
2021-06-21,31,22,多云~阴,东南风,2级,56,良,2
2021-06-22,32,23,多云,东南风,2级,44,优,1
2021-06-23,34,23,阴~晴,东南风,2级,48,优,1
2021-06-24,32,24,多云~阴,东南风,2级,52,良,2
2021-06-25,31,24,阴~小雨,东南风,3级,37,优,1
2021-06-26,27,23,阴~小雨,东南风,3级,22,优,1
2021-06-27,26,24,阴~小雨,东南风,2级,25,优,1
2021-06-28,28,23,阴,东北风,2级,24,优,1
2021-06-29,30,24,阴,东风,2级,26,优,1
